index_counter,name,latitude,longitude,region,auth_area,elevation
1181,Towcester Racecourse,52.1294,-0.9707,East Midlands,Northamptonshire,88
1182,Trowbridge,51.3192,-2.2075,South West,Wiltshire,38
1183,Tyersal,53.7884,-1.7159,Yorkshire & Humber,West Yorkshire,180
1184,Ulverston,54.195,-3.0913,North West,Cumbria,19
1185,Upper Stoke,52.4169,-1.4855,West Midlands,West Midlands Conurbation,89
1186,Upton Snodsbury,52.187,-2.0874,West Midlands,Worcestershire,47
1187,Utley,53.882,-1.9217,Yorkshire & Humber,West Yorkshire,122
1188,Ventnor,50.595,-1.2046,South East,Isle of Wight,38
1189,Chartwell,51.2445,0.09,South East,Kent,154
1190,Cheadle (Greater Manchester),53.3941,-2.2127,North West,Greater Manchester,41
1191,Cheadle Heath,53.4033,-2.1838,North West,Greater Manchester,50
1192,Chelmsley Wood,52.4747,-1.7205,West Midlands,West Midlands Conurbation,101
1193,Chelsea F.C.,51.4816,-0.1918,South East,Greater London,4
1194,Chessington World Of Adventures,51.3466,-0.3221,South East,Greater London,69
1195,Chesterton,53.0403,-2.2521,West Midlands,Staffordshire,160
1196,Chiddingstone Castle,51.1822,0.1418,South East,Kent,49
1197,Chillington,50.2727,-3.696,South West,Devon,34
1198,Chilwell,52.9121,-1.2401,East Midlands,Nottinghamshire,30
1199,Chippenham,51.4576,-2.1147,South West,Wiltshire,47
1200,Chipping Ongar,51.705,0.2458,Eastern England,Essex,45
1201,Chipping Sodbury,51.5347,-2.3896,South West,South Gloucestershire,103
1202,Chno Dearg,56.8282,-4.6578,Northern Scottish Highlands,Highland,1047
1203,Chorleywood,51.6552,-0.5146,Eastern England,Hertfordshire,106
1204,Chorlton-Cum-Hardy,53.4446,-2.2768,North West,Greater Manchester,26
1205,Church Enstone,51.9243,-1.4506,South East,Oxfordshire,135
1206,Cinderford,51.8249,-2.4996,South West,Gloucestershire,186
1207,City Of Derry Airport,55.0413,-7.1576,Northern Ireland,County Londonderry,1
1208,City Of London Youth Hostel,51.5103,-0.0969,South East,Greater London,1
1209,Clandon Park,51.2526,-0.5117,South East,Surrey,67
1210,Clay Cross,53.1635,-1.4133,East Midlands,Derbyshire,140
1211,Clayton (Greater Manchester),53.4845,-2.182,North West,Greater Manchester,73
1212,Cleadon,54.955,-1.3991,North East,South Tyneside,36
1213,Cleckheaton,53.7228,-1.706,Yorkshire & Humber,West Yorkshire,74
1214,Cleehill,52.3734,-2.6008,West Midlands,Shropshire,340
1215,Clifton (Greater Manchester),53.5297,-2.3439,North West,Greater Manchester,82
1216,Clifton (South Yorkshire),53.4307,-1.3507,Yorkshire & Humber,South Yorkshire,42
1217,Lostwithiel,50.4055,-4.6739,South West,Cornwall,48
1218,Lurgan,54.4639,-6.3356,Northern Ireland,County Armagh,45
1219,Luton Town F.C.,51.8848,-0.4291,Eastern England,Luton,110
1220,Lydney Park,51.7256,-2.544,South West,Gloucestershire,35
1221,Maltby,53.4224,-1.1996,Yorkshire & Humber,South Yorkshire,100
1222,Manchester City F.C.,53.4835,-2.2041,North West,Greater Manchester,52
1223,Manningham,53.8064,-1.7707,Yorkshire & Humber,West Yorkshire,147
1224,Manston,53.8093,-1.4477,Yorkshire & Humber,West Yorkshire,78
1225,Maol Chinn-Dearg,57.1258,-5.2505,Northern Scottish Highlands,Highland,981
1226,Walker,54.9745,-1.5518,North East,Newcastle upon Tyne,32
1227,Wallasey,53.4263,-3.0648,North West,Merseyside,12
1228,Walton-On-Thames,51.3875,-0.4152,South East,Surrey,13
1229,Wardley,53.5189,-2.3606,North West,Greater Manchester,80
1230,Waterlooville,50.8898,-1.0273,South East,Hampshire,51
1231,Wednesbury,52.5526,-2.0206,West Midlands,West Midlands Conurbation,137
1232,Wembley,51.5501,-0.3033,South East,Greater London,41
1233,Weoley Castle,52.4413,-1.9685,West Midlands,West Midlands Conurbation,154
1234,West Howe,50.7579,-1.9245,South West,Bournemouth,58
1235,West Kirby,53.3722,-3.183,North West,Merseyside,5
1236,Cliveden,51.5568,-0.6846,South East,Buckinghamshire,59
1237,Cockermouth Youth Hostel,54.6533,-3.3692,North West,Cumbria,59
1238,Codsall,52.6278,-2.1907,West Midlands,Staffordshire,120
1239,Colchester United F.C.,51.9219,0.9006,Eastern England,Essex,49
1240,Cold Ashby,52.3806,-1.0343,East Midlands,Northamptonshire,196
1241,Coleton Fishacre Garden,50.3479,-3.5318,South West,Devon,138
1242,Colgrave Sound,60.5606,-0.9468,Orkney and Shetland,Shetland Islands,0
1243,Colne,53.8554,-2.1755,North West,Lancashire,162
1244,Combe Sydenham Hall,51.1207,-3.3254,South West,Somerset,204
1245,Congleton,53.1626,-2.2175,North West,Cheshire East,96
1246,Conwy,53.2826,-3.8282,Wales,Conwy,14
1247,Cookstown,54.6454,-6.7455,Northern Ireland,County Londonderry,79
1248,Cornwood,50.4207,-3.9629,South West,Devon,124
1249,Corris Youth Hostel,52.6576,-3.8378,Wales,Gwynedd,146
1250,Corstorphine Hill,55.9536,-3.2753,Scottish Border,Edinburgh,124
1251,Corwen,52.9798,-3.3679,Wales,Denbighshire,138
1252,Cosham,50.8448,-1.0623,South East,Portsmouth,9
1253,Cottingley,53.83,-1.8193,Yorkshire & Humber,West Yorkshire,110
1254,Craig Tara (Ayr),55.4311,-4.6795,Western Scotland,South Ayrshire,16
1255,Craigavon,54.4474,-6.372,Northern Ireland,County Armagh,35
1256,Greenwich Park,51.477,0.004,South East,Greater London,47
1257,Marske-By-The-Sea,54.5918,-1.0181,North East,Redcar and Cleveland,20
1258,Mcarthur's Head Lighthouse,55.7636,-6.0465,Western Scotland,Argyll and Bute,45
1259,Meadowhall,53.4241,-1.4086,Yorkshire & Humber,South Yorkshire,74
1260,Meall Ghaordie,56.5256,-4.4139,Central Scotland,Stirling,1039
1261,Meir,52.9772,-2.1014,West Midlands,Stoke-on-Trent,198
1262,Melrose Youth Hostel,55.5996,-2.7057,Scottish Border,Scottish Borders,89
1263,Meltham,53.5921,-1.8498,Yorkshire & Humber,West Yorkshire,180
1264,Mere,51.09,-2.2656,South West,Wiltshire,104
1265,Mevagissey,50.2696,-4.7863,South West,Cornwall,5
1266,Cranleigh,51.1416,-0.4818,South East,Surrey,57
1267,Creag A' Mhaim,57.1216,-5.1657,Northern Scottish Highlands,Highland,947
1268,Creag Pitridh,56.8996,-4.4872,Northern Scottish Highlands,Highland,924
1269,Crediton,50.7921,-3.6503,South West,Devon,66
1270,Cressage,52.6335,-2.6033,West Midlands,Shropshire,50
1271,Crewkerne,50.8821,-2.7958,South West,Somerset,83
1272,Criccieth,52.9193,-4.2324,Wales,Gwynedd,21
1273,Crimonmogate,57.619,-1.9345,Eastern Scottish Highlands,Aberdeenshire,11
1274,Croftfoot,55.8127,-4.247,Western Scotland,Glasgow,57
1275,Cromarty Firth,57.6657,-4.2625,Northern Scottish Highlands,Highland,0
1276,Crowborough,51.0604,0.1675,South East,East Sussex,185
1277,Crownhill,50.4093,-4.1261,South West,Plymouth,85
1278,Cullompton,50.8548,-3.3904,South West,Devon,54
1279,Culzean Castle Garden,55.3495,-4.7906,Western Scotland,South Ayrshire,39
1280,Cumberland Stone,57.4801,-4.0849,Northern Scottish Highlands,Highland,150
1281,Cumbernauld,55.9457,-3.9912,Western Scotland,North Lanarkshire,142
1282,Cumnock,55.4535,-4.2645,Western Scotland,East Ayrshire,110
1283,Cumrew,54.8512,-2.7021,North West,Cumbria,197
1284,Cupar,56.3203,-3.0087,Central Scotland,Fife,20
1285,Curlew Green,52.236,1.4838,Eastern England,Suffolk,30
1286,Cwmbran,51.6459,-3.0253,Wales,Torfaen,66
1287,Dagenham,51.54,0.1478,South East,Greater London,10
1288,Daisy Bank,52.5743,-1.9354,West Midlands,West Midlands Conurbation,165
1289,Dalby Forest,54.2778,-0.6895,Yorkshire & Humber,North Yorkshire,120
1290,Dalmuir,55.9131,-4.4229,Western Scotland,West Dunbartonshire,23
1291,Dalrymple,55.3972,-4.5892,Western Scotland,East Ayrshire,51
1292,Midhopestones,53.4891,-1.6439,Yorkshire & Humber,South Yorkshire,238
1293,Midlothian Snowsports Centre,55.8812,-3.2168,Scottish Border,Midlothian Council,426
1294,Midsomer Norton,51.2848,-2.4846,South West,Bath and North East Somerset,90
1295,Miles Platting,53.4907,-2.2138,North West,Greater Manchester,56
1296,Milford On Sea,50.7252,-1.5883,South East,Hampshire,5
1297,Millport,55.7532,-4.928,Western Scotland,North Ayrshire,4
1298,Milnrow,53.6105,-2.1151,North West,Greater Manchester,151
1299,Milton Keynes,52.0382,-0.7555,South East,Milton Keynes,100
1300,Minterne Gardens,50.8301,-2.476,South West,Dorset,160
1301,Miserden Park Gardens,51.7777,-2.0855,South West,Gloucestershire,219
1302,Monifieth,56.4802,-2.8178,Central Scotland,Angus,9
1303,Montacute House,50.9509,-2.7108,South West,Somerset,50
1304,Moor Allerton,53.8482,-1.5299,Yorkshire & Humber,West Yorkshire,149
1305,Moorside (Nr Oldham),53.5642,-2.0709,North West,Greater Manchester,284
1306,Moorside (West Yorkshire),53.8178,-1.6273,Yorkshire & Humber,West Yorkshire,104
1307,Morchard Bishop,50.8548,-3.7482,South West,Devon,148
1308,Morley,53.7443,-1.5965,Yorkshire & Humber,West Yorkshire,141
1309,Motherwell F.C.,55.7783,-3.9789,Western Scotland,North Lanarkshire,83
1310,Mottisfont Abbey,51.044,-1.5344,South East,Hampshire,30
1311,Mount Keen,56.9699,-2.9709,Eastern Scottish Highlands,Aberdeenshire,939
1312,Mount Stewart (Nt),54.5506,-5.6053,Northern Ireland,County Down,0
1313,Dan Yr Ogof Ski Centre,51.8366,-3.6927,Wales,Powys,413
1314,Dane Bank,53.4556,-2.1418,North West,Greater Manchester,81
1315,Dartmeet,50.5423,-3.8741,South West,Devon,225
1316,Daubhill,53.5627,-2.4541,North West,Greater Manchester,140
1317,Dawyck Botanic Garden,55.6007,-3.3198,Scottish Border,Scottish Borders,216
1318,Deane,53.5708,-2.4717,North West,Greater Manchester,119
1319,Denbigh,53.1837,-3.4237,Wales,Denbighshire,97
1320,Denford,52.3742,-0.5445,East Midlands,Northamptonshire,56
1321,Denhead,57.5624,-1.9988,Eastern Scottish Highlands,Aberdeenshire,60
1322,Denton,53.455,-2.1132,North West,Greater Manchester,99
1323,Derby County F.C.,52.9141,-1.4415,East Midlands,Derby,41
1324,Desborough,52.4411,-0.821,East Midlands,Northamptonshire,123
1325,Dewar,55.7287,-3.0424,Scottish Border,Scottish Borders,408
1326,Didcot,51.6076,-1.2434,South East,Oxfordshire,67
1327,Didsbury,53.4138,-2.233,North West,Greater Manchester,30
1328,Dinosaur Adventure Park Norfolk,52.7149,1.119,Eastern England,Norfolk,31
1329,Dolgoch Youth Hostel,52.192,-3.7524,Wales,Ceredigion,424
1330,Dorrington,52.6226,-2.7737,West Midlands,Shropshire,111
1331,Down St. Mary,50.825,-3.7846,South West,Devon,141
1332,Downham Market,52.6063,0.3871,Eastern England,Norfolk,31
1333,Downpatrick,54.328,-5.7156,Northern Ireland,County Down,4
1334,Driffield,54.0058,-0.4417,Yorkshire & Humber,East Riding of Yorkshire,20
1335,Dronfield Woodhouse,53.3035,-1.5029,East Midlands,Derbyshire,213
1336,Droylsden,53.4805,-2.1473,North West,Greater Manchester,93
1337,Mullan Point,54.6695,-6.515,Northern Ireland,County Londonderry,10
1338,Muncaster Castle Gardens & Owl Centre,54.3541,-3.3851,North West,Cumbria,100
1339,Muscliff,50.761,-1.8642,South West,Bournemouth,14
1340,Musselburgh Racecourse,55.9473,-3.0389,Scottish Border,East Lothian,1
1341,Myddelton House,51.675,-0.0662,South East,Greater London,25
1342,National Memorial Arboretum Alrewas,52.7271,-1.7197,West Midlands,Staffordshire,50
1343,Needham Market,52.1552,1.0513,Eastern England,Suffolk,25
1344,Ness Gardens (Liverpool Uni Botanic Gardens),53.2698,-3.0436,North West,Cheshire West and Chester,34
1345,Ness Wood Country Park,54.9491,-7.1834,Northern Ireland,County Londonderry,112
1346,Netherton,53.4953,-2.9677,North West,Merseyside,13
1347,New Lanark Youth Hostel,55.6653,-3.7941,Western Scotland,South Lanarkshire,161
1348,New Mills,53.3616,-1.9993,East Midlands,Derbyshire,136
1349,New Parks,52.6465,-1.1781,East Midlands,Leicester,94
1350,Wincanton Racecourse,51.0652,-2.4212,South West,Somerset,108
1351,Witham,51.7974,0.6389,Eastern England,Essex,17
1352,Wolsingham,54.7324,-1.8824,North East,Durham,140
1353,Wolstanton,53.0297,-2.2147,West Midlands,Staffordshire,170
1354,Wolverhampton Wanderers F.C.,52.5938,-2.1326,West Midlands,West Midlands Conurbation,128
1355,Woodbridge,52.0951,1.3143,Eastern England,Suffolk,17
1356,Woodhouse Mill,53.366,-1.357,Yorkshire & Humber,South Yorkshire,41
1357,Woolley Bridge,53.4587,-1.9857,North West,Derbyshire,119
1358,Woolton,53.375,-2.8638,North West,Merseyside,58
1359,Wrangle,53.0373,0.1199,East Midlands,Lincolnshire,3
1360,Wrest Park,52.0028,-0.4066,Eastern England,Central Bedfordshire,52
1361,Wyke,53.7375,-1.7651,Yorkshire & Humber,West Yorkshire,169
1362,Drumry,55.9098,-4.4061,Western Scotland,West Dunbartonshire,42
1363,Dufftown,57.4438,-3.1269,Eastern Scottish Highlands,Moray,203
1364,Dukinfield,53.4785,-2.0931,North West,Greater Manchester,113
1365,Dunbeath,58.2509,-3.4316,Northern Scottish Highlands,Highland,10
1366,Duncombe Park Garden,54.2363,-1.0675,Yorkshire & Humber,North Yorkshire,78
1367,Dunfermline A.F.C.,56.0746,-3.4405,Central Scotland,Fife,96
1368,Dungannon,54.5046,-6.7705,Northern Ireland,County Tyrone,106
1369,Dunmurry,54.5513,-6.0034,Northern Ireland,County Antrim,26
1370,Dunoon,55.951,-4.925,Western Scotland,Argyll and Bute,7
1371,Dunstable,51.8852,-0.5188,Eastern England,Central Bedfordshire,144
1372,Durham,54.7751,-1.5833,North East,Durham,70
1373,Dyce,57.2036,-2.1886,Eastern Scottish Highlands,Aberdeen,55
1374,Dyrham Park,51.4801,-2.368,South West,South Gloucestershire,152
1375,Earl Soham,52.2214,1.2701,Eastern England,Suffolk,31
1376,Easingwold,54.1198,-1.1903,Yorkshire & Humber,North Yorkshire,31
1377,East Kilbride,55.7606,-4.1632,Western Scotland,South Lanarkshire,184
1378,East Lambrook Manor,50.9661,-2.7985,South West,Somerset,16
1379,East Loch Roag,58.2414,-6.8026,Northern Scottish Highlands,Na h-Eileanan Siar,0
1380,Eastleigh,50.9667,-1.3732,South East,Hampshire,15
1381,Eastwood (South Yorkshire),53.438,-1.3412,Yorkshire & Humber,South Yorkshire,32
1382,Eastwood (Southend-On-Sea),51.5685,0.6653,Eastern England,Southend-on-Sea,29
1383,Ecclesfield,53.4417,-1.465,Yorkshire & Humber,South Yorkshire,83
1384,Eday Youth Hostel,59.182,-2.7679,Orkney and Shetland,Orkney Islands,31
1385,Eddrachillis Bay,58.2627,-5.1882,Northern Scottish Highlands,Highland,0
1386,Edinburgh,55.9533,-3.1868,Scottish Border,Edinburgh,60
1387,Edinburgh Bruntsfield,55.9365,-3.1995,Scottish Border,Edinburgh,94
1388,Newtownstewart,54.7184,-7.3771,Northern Ireland,County Tyrone,51
1389,Northenden,53.4104,-2.258,North West,Greater Manchester,27
1390,Northfield (Kingston Upon Hull),53.73,-0.4208,Yorkshire & Humber,Kingston upon Hull,5
1391,Northfleet,51.4406,0.3386,South East,Kent,22
1392,Norton (South Yorkshire),53.3319,-1.4673,Yorkshire & Humber,South Yorkshire,195
1393,Oakfordbridge,50.9827,-3.545,South West,Devon,173
1394,Oakwood Leisure Park Cross Hands,51.7779,-4.7997,Wales,Pembrokeshire,89
1395,Edinburgh Haymarket,55.9475,-3.2174,Scottish Border,Edinburgh,59
1396,Edwalton,52.913,-1.115,East Midlands,Nottinghamshire,38
1397,Edzell Castle Pleasance,56.8137,-2.6783,Central Scotland,Angus,89
1398,Ellingstring Youth Hostel,54.2479,-1.7344,Yorkshire & Humber,North Yorkshire,230
1399,Ellisfield,51.2119,-1.0902,South East,Hampshire,196
1400,Emneth Hungate,52.6439,0.2377,Eastern England,Norfolk,2
1401,Emsworth,50.8476,-0.9364,South East,Hampshire,3
1402,Enard Bay,58.0928,-5.3357,Northern Scottish Highlands,Highland,0
1403,Esher,51.3686,-0.3635,South East,Surrey,38
1404,Eton,51.487,-0.6064,South East,Windsor and Maidenhead,20
1405,Ettingshall,52.5637,-2.0926,West Midlands,West Midlands Conurbation,143
1406,Evertown,55.0758,-3.0048,Scottish Border,Dumfries and Galloway,78
1407,Evesham,52.0918,-1.9453,West Midlands,Worcestershire,38
1408,Exbury Gardens,50.7932,-1.4,South East,Hampshire,11
1409,Exe Estuary,50.6625,-3.4484,South West,Devon,0
1410,Eye (Suffolk),52.3192,1.1479,Eastern England,Suffolk,30
1411,Faifley,55.9245,-4.3889,Western Scotland,West Dunbartonshire,79
1412,Fairmilehead,55.8989,-3.2016,Scottish Border,Edinburgh,158
1413,Falkirk F.C.,56.0057,-3.7519,Central Scotland,Falkirk,7
1414,Fan Fawr,51.8614,-3.5016,Wales,Powys,734
1415,Fareham,50.8556,-1.1817,South East,Hampshire,20
1416,Fasnacloich,56.581,-5.2226,Western Scotland,Argyll and Bute,41
1417,Faversham,51.3155,0.891,South East,Kent,9
1418,Fenay Bridge,53.6346,-1.7143,Yorkshire & Humber,West Yorkshire,158
1419,Oldmeldrum,57.3353,-2.3202,Eastern Scottish Highlands,Aberdeenshire,108
1420,Ormskirk,53.5687,-2.8837,North West,Lancashire,51
1421,Osmotherley Youth Hostel,54.3741,-1.2852,Yorkshire & Humber,North Yorkshire,208
1422,Overbeck's Garden Salcombe,50.2233,-3.794,South West,Devon,132
1423,Oxley,52.6126,-2.136,West Midlands,West Midlands Conurbation,120
1424,Painswick Rococo Gardens,51.792,-2.199,South West,Gloucestershire,160
1425,Pangbourne,51.4818,-1.0857,South East,West Berkshire,41
1426,Papa Westray Airfield,59.3529,-2.8989,Orkney and Shetland,Orkney Islands,23
1427,Parham House,50.915,-0.4869,South East,West Sussex,37
1428,Parkhead (Glasgow),55.8516,-4.1927,Western Scotland,Glasgow,28
1429,Partick,55.8742,-4.3092,Western Scotland,Glasgow,17
1430,Pashley Manor Gardens,51.0354,0.4322,South East,East Sussex,79
1431,Pateley Bridge,54.0848,-1.7537,Yorkshire & Humber,North Yorkshire,154
1432,Peckover House,52.6682,0.1463,Eastern England,Cambridgeshire,2
1433,Pedmore,52.4433,-2.131,West Midlands,West Midlands Conurbation,110
1434,Pembrey Ski Slope,51.6835,-4.3203,Wales,Carmarthenshire,8
1435,Pen Y Fan,51.8839,-3.4375,Wales,Powys,886
1436,Pendle Ski Club,53.8436,-2.3522,North West,Lancashire,272
1437,Penkridge,52.7248,-2.1149,West Midlands,Staffordshire,82
1438,Pennyghael,56.3639,-6.0188,Western Scotland,Argyll and Bute,17
1439,Penrhiw-Llan,52.0523,-4.377,Wales,Ceredigion,103
1440,Ferndown,50.8069,-1.8984,South West,Dorset,27
1441,Finlaystone House,55.9253,-4.6214,Western Scotland,Inverclyde,70
1442,Finnieston,55.8621,-4.2729,Western Scotland,Glasgow,20
1443,Fir Vale,53.4084,-1.454,Yorkshire & Humber,South Yorkshire,81
1444,Firpark Ski Slope,56.1582,-3.7361,Central Scotland,Clackmannanshire,48
1445,Fishponds,51.4812,-2.5223,South West,Bristol,66
1446,Fishpool,53.5855,-2.2929,North West,Greater Manchester,84
1447,Five Lane Ends,53.829,-1.7379,Yorkshire & Humber,West Yorkshire,191
1448,Flamingo Park Hastings,50.8549,0.5958,South East,East Sussex,1
1449,Fleet,51.2768,-0.8411,South East,Hampshire,78
1450,Flint,53.248,-3.1344,Wales,Flintshire,12
1451,Flixton,53.4415,-2.3839,North West,Greater Manchester,17
1452,Florence Court Forest Park,54.237,-7.7523,Northern Ireland,County Fermanagh,326
1453,Fochabers,57.6154,-3.0976,Eastern Scottish Highlands,Moray,31
1454,Foggbrook,53.3977,-2.1131,North West,Greater Manchester,81
1455,Folkestone Ski Centre,51.0856,1.1652,South East,Kent,35
1456,Forest Of Arden Golf & Country Club,52.4647,-1.6589,West Midlands,Warwickshire,101
1457,Forestburn Gate,55.2611,-1.897,North East,Northumberland,157
1458,Fortuneswell,50.5587,-2.4409,South West,Dorset,48
1459,Foula Airstrip,60.1231,-2.0522,Orkney and Shetland,Shetland Islands,45
1460,Foxbar,55.8216,-4.4668,Western Scotland,Renfrewshire,70
1461,Foxham,51.4943,-2.0374,South West,Wiltshire,56
1462,Frenchay,51.4983,-2.5234,South West,South Gloucestershire,50
1463,Frinton-On-Sea,51.83,1.249,Eastern England,Essex,21
1464,Frizinghall,53.8207,-1.7952,Yorkshire & Humber,West Yorkshire,174
1465,Gaisby,53.8277,-1.7573,Yorkshire & Humber,West Yorkshire,187
1466,Gatley,53.3926,-2.2432,North West,Greater Manchester,39
1467,Gayton,52.7431,0.5633,Eastern England,Norfolk,20
1468,Geal Charn (1132m),56.8382,-4.5058,Northern Scottish Highlands,Highland,1132
1469,Percy Main,54.9978,-1.4736,North East,North Tyneside,30
1470,Pettitts Animal Adventure Park Reedham,52.5767,1.5668,Eastern England,Norfolk,12
1471,Pettymuick,57.3096,-2.1611,Eastern Scottish Highlands,Aberdeenshire,89
1472,Petworth,50.9861,-0.6062,South East,West Sussex,60
1473,Pimhole,53.5901,-2.2824,North West,Greater Manchester,88
1474,Pitlochry,56.7045,-3.7283,Central Scotland,Perth and Kinross,110
1475,Pitlochry Youth Hostel,56.7069,-3.7216,Central Scotland,Perth and Kinross,140
1476,Pitsmoor,53.4023,-1.4569,Yorkshire & Humber,South Yorkshire,112
1477,Plas Newydd (Llangollen),52.9648,-3.161,Wales,Denbighshire,110
1478,Plymouth Ski & Snowboard Centre,50.4035,-4.0897,South West,Plymouth,33
1479,Plympton,50.3856,-4.0501,South West,Plymouth,14
1480,Pollokshaws,55.8191,-4.2998,Western Scotland,Glasgow,19
1481,Pollokshields,55.8456,-4.281,Western Scotland,Glasgow,19
1482,Polmonthill Ski Slope,55.9961,-3.6884,Central Scotland,Falkirk,40
1483,Ponteland,55.0498,-1.7383,North East,Northumberland,56
1484,Pont-Faen,51.9973,-3.4622,Wales,Powys,203
1485,Pontypridd,51.6004,-3.341,Wales,Rhondda Cynon Taff,62
1486,Poole Harbour,50.6961,-2.013,South West,Dorset,0
1487,Porlock,51.2086,-3.5938,South West,Somerset,36
1488,Port St. Mary,54.076,-4.7381,North West,none,39
1489,Portnalong,57.3275,-6.4014,Northern Scottish Highlands,Highland,50
1490,Yell Sound,60.5747,-1.2442,Orkney and Shetland,Shetland Islands,0
